name,mean_cp,mean_odds,uniq_a,uniq_b,shared,score,treeLevel
"Memory, Short-Term",2.81e-06,0.09,3,4,0,5.25,5.0
Axons/physiology,1.25e-22,0.02,1,5,0,1.2,3.0
Image Enhancement/methods,1.19e-18,0.21,26,77,0,34.78,4.0
Substance-Related Disorders/therapy,2.69e-10,0.19,3,41,0,3.22,2.0
"Hypertrophy, Left Ventricular/ultrasonography",7.08e-22,9.69,61,67,13,116.54,4.0
Amines/chemistry,3.39e-09,0.02,1,1,0,2.0,2.0
Pregnancy Outcome,1.89e-108,4.49,300,1218,30,373.89,3.0
Colonic Neoplasms/surgery,1.01e-18,4.16,57,566,31,62.74,6.0
Atrial Fibrillation/epidemiology,3.3e-48,7.76,67,277,21,83.21,4.0
Urinary Bladder Neoplasms/surgery,1.53e-06,4.0,46,737,16,48.87,4.0
"Genetics, Population",2.01e-21,0.23,12,113,0,13.27,5.0
Hispanic Americans/statistics & numerical data,1.6e-84,7.85,170,280,9,273.21,4.0
Social Environment,6.81e-09,0.99,172,150,2,280.81,4.0
Child Nutrition Disorders/prevention & control,8.58e-08,5.67,14,41,1,18.78,3.0
Isoproterenol/pharmacology,1.31e-11,0.07,3,8,0,4.12,4.0
Glycoproteins/immunology,6.25e-07,0.25,2,37,0,2.11,3.0
Drug Contamination,1.5e-06,0.3,2,51,0,2.08,3.0
Muscles/enzymology,2.98e-16,0.03,3,1,0,1.33,2.0
Brain/metabolism,9.21e-98,0.17,73,288,1,91.5,3.0
Cyclic AMP/metabolism,3.2e-29,0.04,1,17,1,1.06,4.0
Coronary Disease/epidemiology,4.14e-151,8.12,276,453,77,444.16,4.0
Computational Biology/methods,9e-29,0.12,8,58,0,9.1,3.0
Nutritional Support,5.78e-10,3.5,33,149,5,40.31,3.0
Water Supply,2.08e-21,0.2,2,92,1,2.04,4.0
Social Behavior,2e-11,0.35,64,132,2,95.03,3.0
Amlodipine/therapeutic use,1.37e-10,3.73,28,75,2,38.45,5.0
Cell Separation/methods,9.36e-10,0.14,7,17,0,9.88,3.0
European Continental Ancestry Group,1.61e-75,7.09,518,480,55,924.79,4.0
Methicillin Resistance,9.27e-09,1.15,3,287,1,3.03,6.0
Bacteria/growth & development,8.31e-10,0.23,5,49,0,5.51,1.0
Diabetes Complications/drug therapy,5.78e-07,4.52,16,66,2,19.88,3.0
"Immunoglobulins, Intravenous/therapeutic use",2.83e-08,1.08,1,205,0,1.0,7.0
Polycystic Ovary Syndrome/drug therapy,3.04e-08,15.79,271,6,1,6.13,4.0
Liver/metabolism,5.1e-36,0.3,192,271,0,328.03,2.0
Bone and Bones/pathology,6.68e-08,1.38,60,51,0,94.35,3.0
Sarcoplasmic Reticulum/metabolism,4.66e-07,0.1,1,12,0,1.08,6.0
"Arthroplasty, Replacement, Hip/methods",8.43e-11,3.17,116,184,4,189.13,4.0
Glutamic Acid/metabolism,3.35e-12,0.12,3,26,0,3.35,4.0
Sick Role,4.35e-10,0.17,4,32,1,4.5,5.0
"Emergency Service, Hospital/organization & administration",4.95e-11,0.92,3,258,0,3.03,4.0
Rural Health/statistics & numerical data,6.7e-27,5.92,45,128,9,60.82,3.0
Lipopolysaccharides/pharmacology,1.46e-11,0.33,4,155,0,4.1,2.0
Environmental Monitoring,3.79e-13,0.4,24,176,0,27.27,4.0
Biocompatible Materials/chemistry,7.62e-25,0.03,1,13,0,1.08,2.0
Gene Transfer Techniques,2.28e-29,0.15,1,90,0,1.01,3.0
"Chromatography, Liquid/methods",2.4e-24,0.05,4,15,0,5.07,4.0
Coronary Disease,3.98e-08,0.08,3,5,0,4.8,4.0
"Diabetes Mellitus, Type 1/blood",3.46e-15,4.09,279,60,2,72.9,3.0
Tissue Scaffolds,3.73e-06,0.18,3,21,0,3.43,3.0
Adenocarcinoma/metabolism,3.83e-08,2.34,7,805,4,7.06,5.0
Norepinephrine/metabolism,8.29e-18,0.07,6,10,0,9.6,4.0
HIV Infections/complications,1.82e-36,2.89,262,1694,26,302.52,3.0
Research,3.99e-321,0.02,7,109,0,7.45,3.0
"Kidney Failure, Chronic/physiopathology",5.71e-48,4.34,102,336,29,132.96,6.0
Health Status,1.6e-319,4.38,1088,2071,131,1659.58,3.0
Brain/anatomy & histology,1.78e-09,0.17,20,9,0,13.05,3.0
"Osteoarthritis, Knee/pathology",3.59e-08,9.86,118,1,1,1.01,4.0
Cell Membrane/chemistry,3.74e-06,0.12,3,9,0,4.0,3.0
Vasodilator Agents/pharmacology,8.31e-09,0.29,15,65,1,18.46,5.0
Asian Continental Ancestry Group/statistics & numerical data,1.4e-81,15.44,220,192,34,359.56,4.0
Endometrial Neoplasms/complications,3.19e-06,7.94,13,17,5,22.94,6.0
Occupations/statistics & numerical data,2.93e-18,6.82,34,62,3,52.65,3.0
Smoking/ethnology,4.18e-07,3.75,27,52,3,41.02,4.0
Kidney Diseases/complications,3.31e-08,3.17,44,471,21,48.11,3.0
Phylogeny,1.37e-64,0.12,11,144,0,11.84,2.0
Diabetic Angiopathies/diagnosis,7.31e-07,3.58,15,40,6,20.62,3.0
Health Surveys,2.7e-06,2.89,231,298,16,410.06,4.0
Exercise/psychology,1.23e-09,7.81,294,27,4,29.48,2.0
Bone Density,6.27e-18,8.37,917,91,27,100.03,3.0
Viral Vaccines/immunology,1.92e-13,0.93,1,276,0,1.0,4.0
Phospholipids,4.92e-09,0.09,1,14,0,1.07,3.0
"Death, Sudden, Cardiac/epidemiology",2.82e-06,11.67,10,635,15,10.16,4.0
Sex,8.4e-07,0.18,7,20,0,9.45,3.0
Nursing Assessment,3.92e-08,0.21,6,36,0,7.0,5.0
Albuminuria/physiopathology,1.38e-06,7.75,36,31,5,57.69,5.0
Peptides,2.41e-18,0.07,2,22,0,2.18,2.0
"Ventricular Dysfunction, Left/ethnology",1.52e-06,19.18,3,7,3,4.29,4.0
Nephrectomy/adverse effects,2.33e-12,4.14,30,88,3,40.23,4.0
Cervix Uteri,1.03e-10,0.04,1,5,0,1.2,5.0
"Fatty Acids, Nonesterified/blood",7.04e-23,2.96,125,12,1,13.15,3.0
Lymphocytes/metabolism,3.1e-06,0.31,15,51,2,19.41,5.0
Peptides/analysis,1.19e-12,0.12,4,24,0,4.67,2.0
Immunotherapy/methods,6e-16,0.92,1,317,0,1.0,4.0
Laparotomy/adverse effects,6.41e-09,4.9,17,76,5,20.8,2.0
Vaccination,5.44e-41,0.27,10,254,0,10.39,5.0
"Receptor, Epidermal Growth Factor/genetics",7.16e-09,2.21,1,451,0,1.0,7.0
Renal Insufficiency/epidemiology,4.8e-10,10.01,12,91,5,13.58,4.0
Mixed Function Oxygenases/metabolism,1.35e-10,0.05,2,6,0,2.67,5.0
Vascular Diseases/epidemiology,1.77e-17,7.0,25,52,5,37.02,2.0
"Diabetes Mellitus, Type 2/ethnology",7.17e-07,14.6,187,51,14,64.91,3.0
Sepsis/etiology,2.06e-07,1.27,2,259,1,2.02,3.0
Diabetes Mellitus/etiology,8.79e-13,7.24,151,99,30,163.91,2.0
Patient Care Team/organization & administration,2.5e-06,1.03,12,303,1,12.48,3.0
"Carcinoma, Hepatocellular/pathology",2.35e-09,2.02,5,700,4,5.04,4.0
Zinc/metabolism,1.77e-08,0.2,10,30,0,13.33,4.0
"Natriuretic Peptide, Brain/blood",5.03e-122,8.34,196,1125,46,230.15,4.0
Neurons/drug effects,1.48e-51,0.09,2,91,0,2.04,2.0
Muscles/drug effects,2.87e-07,0.09,3,7,0,4.29,2.0
Muscles/physiology,2.64e-25,0.08,14,4,0,5.14,2.0
Retina/drug effects,2.36e-06,0.05,1,3,0,1.33,3.0
Phenols/pharmacology,3.06e-09,0.3,5,69,0,5.36,6.0
Extracellular Signal-Regulated MAP Kinases/metabolism,4.35e-07,0.28,2,46,0,2.09,5.0
Fatty Liver/complications,1.77e-12,15.29,187,72,5,99.72,3.0
"Hypertrophy, Left Ventricular/physiopathology",3.59e-21,7.54,110,105,19,205.23,4.0
Hemorrhage/etiology,1.84e-08,1.48,10,494,0,10.2,3.0
Schizophrenic Psychology,2.65e-11,0.31,53,85,4,86.05,2.0
Metals/analysis,1.39e-08,0.1,1,16,0,1.06,2.0
Facility Design and Construction,1.43e-06,0.16,3,18,0,3.5,3.0
Color,5e-10,0.09,4,9,0,5.78,4.0
Foot/physiopathology,5.39e-07,2.8,29,2,0,2.14,4.0
Peripheral Vascular Diseases/physiopathology,3.33e-13,6.83,22,41,7,33.8,3.0
"Antibodies, Monoclonal/therapeutic use",1.71e-14,1.55,51,1583,6,52.64,7.0
gamma-Glutamyltransferase/blood,1.46e-08,9.06,154,75,14,111.53,6.0
Proto-Oncogene Proteins/physiology,7.5e-07,0.19,3,26,0,3.35,5.0
Escherichia coli,6.62e-24,0.07,1,32,0,1.03,6.0
Stroke Volume/physiology,3.3e-15,4.68,44,362,14,49.35,5.0
"Models, Theoretical",2.01e-51,0.43,66,745,11,71.85,2.0
Dentistry,5.87e-20,0.01,1,2,0,1.5,1.0
Software,6.82e-41,0.19,41,146,2,52.51,3.0
Anastomotic Leak/etiology,1.51e-15,14.35,12,56,7,14.57,4.0
"Antibodies, Viral/analysis",1.1e-24,0.05,1,22,0,1.05,7.0
Biometry,1.9e-31,0.06,3,32,0,3.28,4.0
Fetus/metabolism,5.47e-07,0.2,8,25,0,10.56,2.0
Carotid Stenosis/epidemiology,7e-07,4.98,13,28,1,19.04,4.0
Cell Movement/physiology,8.13e-20,0.15,1,60,0,1.02,3.0
Infection,3.91e-13,0.05,1,10,0,1.1,2.0
Ethanol/toxicity,2.23e-08,0.31,3,65,0,3.14,3.0
"Hernia, Abdominal/epidemiology",2.75e-07,27.51,9,6,6,10.0,4.0
Public Health Nursing,2.01e-08,0.04,1,4,0,1.25,4.0
Goats,1.68e-06,0.09,1,9,0,1.11,8.0
Cachexia/epidemiology,6.03e-07,30.61,7,6,4,11.14,7.0
Heart Failure/diagnosis,7.26e-13,4.82,47,771,28,49.87,3.0
Forensic Psychiatry,4.48e-07,0.06,1,6,0,1.17,4.0
Gait/physiology,5.07e-27,1.68,126,31,5,38.63,4.0
Adenosine/pharmacology,2.45e-07,0.13,2,17,0,2.24,4.0
Coronary Artery Disease/prevention & control,9.06e-19,5.36,44,182,3,54.64,5.0
Imidazoles/pharmacology,3.64e-11,0.28,13,78,0,15.17,4.0
Calcium Channel Blockers/pharmacology,3.29e-20,0.13,2,54,0,2.07,5.0
Postmenopause,4.33e-09,9.0,467,175,27,240.58,5.0
Lymphocytes/immunology,5.95e-37,0.13,9,89,1,9.91,5.0
Kidney Transplantation/adverse effects,1.39e-71,4.72,188,1094,47,220.31,3.0
Computers,9.07e-31,0.1,25,9,1,12.24,4.0
Kidney/metabolism,5.75e-25,0.23,34,119,1,43.71,3.0
Biocompatible Materials,2.25e-15,0.2,7,61,2,7.8,2.0
Alcohol Drinking/adverse effects,9.13e-65,4.84,183,349,24,278.96,4.0
Urography,5.08e-11,0.02,1,2,0,1.5,4.0
Proton Pump Inhibitors/therapeutic use,3.88e-06,2.52,27,74,0,36.85,5.0
Aortic Valve Stenosis/epidemiology,7.79e-08,9.78,8,34,3,9.88,4.0
Fatty Acids/blood,5.92e-12,2.94,95,18,2,21.41,2.0
Cardiovascular Diseases/complications,1.05e-75,7.23,94,365,46,118.21,1.0
Epinephrine/pharmacology,4.81e-16,0.07,6,10,0,9.6,4.0
Hippocampus/metabolism,5.29e-30,0.07,2,39,0,2.1,5.0
Prostatic Neoplasms/etiology,2.05e-08,7.46,60,43,19,73.82,4.0
Anti-Infective Agents/therapeutic use,6.32e-10,1.49,8,566,3,8.11,4.0
Malnutrition/complications,1.45e-66,13.31,64,117,27,99.01,3.0
Intracranial Aneurysm/surgery,3.57e-11,1.57,1,455,2,1.0,4.0
Food,2.75e-27,1.3,204,56,2,71.37,2.0
Tretinoin/pharmacology,7.47e-15,0.11,1,31,0,1.03,5.0
"Fatty Acids, Omega-3/administration & dosage",5.93e-30,4.83,75,151,6,112.25,4.0
"Delivery, Obstetric/adverse effects",9.98e-08,4.09,34,57,0,54.28,3.0
Protein Kinases/metabolism,3.19e-34,0.07,2,46,0,2.09,6.0
Hypercholesterolemia/drug therapy,7.66e-07,2.06,63,273,2,77.54,6.0
Pharmacies,4.09e-06,0.11,4,5,0,7.2,3.0
Dairy Products,4.35e-15,2.43,84,15,3,17.68,3.0
Body Size,2.81e-10,15.56,317,77,26,95.7,4.0
Epithelial Cells/drug effects,4.32e-07,0.29,2,49,0,2.08,2.0
Cerebrovascular Circulation/drug effects,1.45e-09,0.22,2,45,1,2.09,5.0
"Genes, p53/genetics",4.5e-06,0.84,1,124,0,1.01,8.0
"Ventricular Dysfunction, Left/diagnosis",8.64e-07,3.14,34,185,1,40.25,4.0
Pancreatic Neoplasms/pathology,3.43e-08,2.0,6,762,8,6.05,3.0
Plants,1.65e-20,0.1,3,39,0,3.23,2.0
Meat/analysis,2.93e-09,0.11,3,16,0,3.56,3.0
Calcinosis/epidemiology,1.79e-14,10.36,48,46,7,90.08,4.0
Cerebral Hemorrhage/epidemiology,5.99e-07,5.33,17,107,2,19.7,5.0
Myocardium/metabolism,3.04e-37,0.38,70,480,6,80.21,3.0
Psychotherapy,1.42e-41,0.07,11,36,0,14.36,2.0
Lipocalins/blood,1.11e-21,9.27,31,79,1,43.16,4.0
"Heart Defects, Congenital/surgery",2.32e-09,3.28,10,1438,5,10.07,3.0
Ultrasonography,1.8e-60,0.03,4,19,0,4.84,4.0
Rectal Neoplasms,1.08e-07,0.05,1,4,0,1.25,6.0
Eye Movements/physiology,1.49e-08,0.06,3,3,0,6.0,3.0
Hypothyroidism/blood,2.01e-06,2.63,43,10,0,12.33,3.0
Classification,1.94e-08,0.03,1,2,0,1.5,2.0
Ovulation Induction/methods,2.36e-23,2.66,80,2,0,2.05,4.0
Cryopreservation/methods,2.17e-08,0.23,3,42,0,3.21,3.0
Antioxidants/metabolism,5.28e-11,1.44,152,176,5,283.27,4.0
"Societies, Medical",7.03e-27,0.26,13,167,1,14.01,4.0
"Infant, Small for Gestational Age",2.21e-31,6.56,103,144,8,176.67,6.0
Neuroprotective Agents/pharmacology,5.08e-10,0.32,2,156,0,2.03,5.0
"Carcinoma, Renal Cell/surgery",2.57e-21,5.75,62,665,18,67.78,5.0
Urine,4.89e-30,0.05,4,14,1,5.14,3.0
Self Concept,7.08e-82,2.39,587,156,11,197.46,4.0
Consumer Behavior,5.13e-08,0.17,11,16,0,18.56,3.0
Health Education/methods,2.4e-06,1.69,113,111,1,220.04,3.0
"Hypertrophy, Left Ventricular/etiology",6.95e-36,10.13,97,107,20,184.93,4.0
Income/statistics & numerical data,5.01e-20,4.69,47,181,7,59.2,3.0
Insulin/therapeutic use,4.6e-50,4.14,282,449,12,459.11,7.0
Nutritional Sciences,6.86e-11,0.07,4,5,0,7.2,2.0
Continental Population Groups,5.97e-19,2.8,73,197,6,100.05,3.0
Fiber Optic Technology/instrumentation,3.35e-06,0.05,1,3,0,1.33,4.0
Feeding Behavior,5.09e-10,5.34,536,127,8,157.09,3.0
Vagotomy,3.64e-11,0.04,1,5,0,1.2,4.0
Running/physiology,2.57e-32,3.62,237,22,2,24.04,3.0
"Vision, Ocular",2.96e-18,0.06,5,7,0,8.57,3.0
Depressive Disorder/drug therapy,9.58e-09,0.37,20,107,1,23.74,3.0
Tobacco Smoke Pollution/adverse effects,4.24e-08,2.26,68,165,5,96.02,4.0
Cultural Diversity,7.08e-08,0.23,5,36,2,5.69,5.0
Chickens/growth & development,1.69e-06,0.96,1,143,0,1.01,7.0
Refuse Disposal,1.66e-06,0.17,2,21,0,2.19,6.0
Hypnotics and Sedatives,1.45e-06,0.13,2,12,1,2.33,5.0
Coronary Artery Disease/radionuclide imaging,2.72e-12,4.67,28,117,5,34.7,5.0
Sensory Receptor Cells/physiology,1.37e-08,0.03,1,1,0,2.0,3.0
Gallbladder Diseases/surgery,1.15e-11,4.46,24,67,4,32.6,3.0
T-Lymphocytes/drug effects,1.07e-12,0.2,2,53,0,2.08,6.0
"Antigens, CD14/blood",1.42e-06,6.1,8,22,3,10.91,5.0
Chromosome Aberrations,1.89e-10,0.39,5,522,0,5.05,3.0
Diabetes Complications/prevention & control,2.57e-12,5.37,27,105,2,33.94,3.0
"Fracture Fixation, Internal/methods",1.74e-09,0.35,12,94,3,13.53,4.0
"Animals, Newborn/physiology",3.66e-10,0.28,2,66,2,2.06,4.0
Anorexia Nervosa/psychology,1.97e-06,9.21,201,11,6,11.6,3.0
Oceanic Ancestry Group/statistics & numerical data,3.19e-36,8.37,50,165,10,65.15,4.0
"Plants, Toxic",7.28e-24,0.05,1,23,0,1.04,3.0
Cell Differentiation/genetics,1.6e-06,0.14,4,14,0,5.14,3.0
Erythrocytes/enzymology,3.39e-12,0.13,12,12,0,24.0,3.0
Cerebral Cortex/physiology,2.81e-39,0.06,15,8,0,12.27,7.0
Waist Circumference,4.42e-14,54.17,669,22,59,22.72,5.0
Anticonvulsants/pharmacology,8.96e-07,0.38,9,76,0,10.07,5.0
Communication,7.46e-46,0.19,31,173,0,36.55,2.0
Cell Membrane/metabolism,1.69e-43,0.06,2,46,1,2.09,3.0
Regeneration/physiology,4.56e-07,0.31,5,54,0,5.46,3.0
Leukocytes,3.29e-11,0.17,10,32,0,13.12,3.0
Protein-Serine-Threonine Kinases/metabolism,5.02e-34,0.23,5,172,0,5.15,7.0
Infertility/therapy,2.58e-07,1.64,35,15,1,21.43,3.0
Micronutrients/deficiency,2.11e-07,6.67,22,30,1,38.13,3.0
Glucose,1.11e-08,0.1,6,4,0,6.67,4.0
Fatty Liver/surgery,1.93e-19,19.65,12,23,9,18.26,3.0
Cardiac Surgical Procedures,5.09e-11,0.97,26,664,17,27.02,3.0
Palliative Care/methods,1.52e-08,2.62,3,745,3,3.01,3.0
Information Storage and Retrieval/methods,8.47e-13,0.11,3,20,1,3.45,2.0
Water,9.51e-20,0.16,17,49,1,22.9,4.0
Extracellular Matrix/metabolism,4.41e-10,0.24,5,55,0,5.45,4.0
"Arthroplasty, Replacement, Hip/adverse effects",2.15e-28,3.48,85,206,7,120.07,4.0
Brain/growth & development,1.61e-07,0.24,11,37,0,14.27,3.0
Deafness,8.46e-10,0.02,1,1,0,2.0,5.0
Diabetes Mellitus/ethnology,1.44e-09,9.13,63,48,3,84.57,2.0
Cardiovascular Diseases/rehabilitation,6.5e-08,3.8,18,50,3,24.48,1.0
Bronchi/drug effects,8.48e-07,0.14,1,18,0,1.06,3.0
Patient Participation,2.16e-06,0.39,12,81,3,13.78,5.0
Hypertension/genetics,4.57e-08,6.39,421,76,6,89.72,3.0
gamma-Aminobutyric Acid/pharmacology,4.87e-06,0.06,1,5,0,1.2,4.0
Diabetic Diet,1.75e-10,2.08,46,9,2,10.76,1.0
Diabetes Mellitus/metabolism,3.5e-07,1.39,66,69,2,129.13,2.0
Prosthesis-Related Infections/epidemiology,2.39e-06,5.06,11,46,3,13.63,3.0
Hepatocytes/drug effects,4.32e-06,0.31,3,46,0,3.2,3.0
"Hypertrophy, Left Ventricular/pathology",2.57e-11,8.68,36,40,4,68.4,4.0
Low Back Pain/etiology,3.39e-08,2.6,49,9,1,10.65,5.0
Adenocarcinoma/drug therapy,3.84e-13,3.01,8,1520,5,8.04,5.0
Hydrocephalus/surgery,2.75e-06,1.08,3,191,0,3.05,4.0
Electricity,1.23e-15,0.07,1,19,0,1.05,4.0
Gastrectomy/adverse effects,7.58e-29,4.7,63,139,26,91.55,3.0
Computer Simulation,2.68e-46,0.24,24,256,4,26.25,3.0
Tissue and Organ Harvesting/methods,1.62e-09,2.74,40,147,5,50.88,3.0
Gastroplasty/methods,8.33e-48,31.08,302,50,93,58.28,3.0
"DNA, Viral/analysis",3.19e-16,0.24,2,84,1,2.05,4.0
Tooth Extraction,1.48e-07,0.11,3,11,0,3.82,3.0
Diagnostic Imaging,4.42e-09,0.32,2,132,0,2.03,3.0
Questionnaires/standards,3.67e-25,1.77,162,77,1,113.6,1.0
"Disease Models, Animal",1.98e-37,0.77,21,1414,1,21.31,2.0
Substance-Related Disorders/psychology,1.55e-06,0.23,14,25,0,21.84,2.0
Infection Control/methods,2.96e-09,1.1,5,304,0,5.08,5.0
Anoxia,6.93e-08,0.21,7,32,1,8.53,4.0
Magnetic Resonance Imaging/methods,2.49e-07,0.57,219,575,5,302.41,5.0
Testis/drug effects,2.03e-09,0.13,2,23,0,2.17,4.0
Peptide Fragments/metabolism,6.41e-10,0.28,8,66,3,8.97,3.0
Amino Acids/analysis,3.39e-16,0.02,2,1,0,1.5,2.0
Surgical Stapling/methods,1.16e-08,4.91,18,37,7,26.76,4.0
Gastroesophageal Reflux/physiopathology,4.81e-09,2.13,40,8,0,9.6,6.0
Heart,9.47e-44,0.04,4,22,1,4.73,2.0
Acclimatization,1.24e-07,0.23,8,38,0,9.68,4.0
Cesarean Section/statistics & numerical data,2.01e-45,6.57,90,166,8,138.8,4.0
Lymph Node Excision/methods,1.86e-15,5.15,59,595,9,64.85,2.0
"Kidney Failure, Chronic/diagnosis",1.84e-11,5.19,24,139,7,28.14,6.0
Kidney Diseases/therapy,1.97e-09,3.85,33,359,18,36.03,3.0
Hypoglycemia/epidemiology,7.8e-09,5.59,15,41,2,20.49,4.0
Coronary Vessels/pathology,4.47e-06,1.87,58,249,8,71.51,4.0
"Sexual Behavior, Animal/physiology",5.96e-09,0.28,6,60,0,6.6,5.0
Cardiovascular Diseases/metabolism,1.74e-46,5.79,86,201,7,122.8,1.0
Heart Atria/ultrasonography,1.58e-10,3.61,29,69,7,41.19,3.0
African Continental Ancestry Group/statistics & numerical data,1.32e-61,10.31,78,212,10,106.7,4.0
Liver/cytology,7.91e-19,0.09,3,30,0,3.3,2.0
DNA/isolation & purification,8.46e-10,0.05,1,6,0,1.17,3.0
Child Behavior/psychology,8.75e-20,2.48,71,4,0,4.23,3.0
Geriatric Nursing,7.03e-09,0.1,1,17,0,1.06,4.0
Rectum/surgery,5.49e-09,2.61,45,413,32,49.9,5.0
Enzyme Inhibitors/pharmacology,2.31e-51,0.2,14,225,0,14.87,4.0
Herpesviridae Infections/veterinary,3.32e-06,1.2,1,172,0,1.01,3.0
Hip Fractures/blood,5.08e-08,8.89,11,26,0,15.65,3.0
"Hepatitis B, Chronic/complications",2.8e-11,4.32,34,160,2,41.23,4.0
Natural Orifice Endoscopic Surgery/methods,3.11e-07,4.69,27,43,2,43.95,4.0
Attention,7.41e-22,0.15,32,24,0,42.0,4.0
Diabetes Complications/blood,4.6e-12,11.41,30,33,2,57.27,3.0
"Education, Medical/methods",1.17e-07,0.19,2,30,0,2.13,3.0
Marital Status/statistics & numerical data,1.72e-06,7.32,7,52,5,7.94,4.0
Health Services,9.58e-14,0.08,1,21,0,1.05,2.0
Atherosclerosis/ultrasonography,2.82e-07,6.31,23,31,3,40.06,5.0
Bile Ducts,1.94e-08,0.07,1,10,0,1.1,3.0
Confidentiality,6.91e-11,0.15,2,33,0,2.12,4.0
Body Size/physiology,1.21e-09,13.78,126,52,7,73.46,4.0
Pregnancy Complications/prevention & control,9.98e-29,4.17,74,179,2,104.59,2.0
Biological Markers/metabolism,3.25e-17,2.55,76,215,7,102.87,1.0
Hemodynamics/drug effects,7.62e-27,0.25,16,157,1,17.63,3.0
"Pattern Recognition, Visual/physiology",3.01e-21,0.04,5,3,0,4.8,5.0
Patient Care Planning,3.16e-15,0.25,9,92,0,9.88,4.0
Parent-Child Relations,3.17e-14,1.08,161,56,1,75.48,5.0
Discrimination Learning/physiology,4.31e-07,0.04,1,2,0,1.5,4.0
Splints,5.47e-07,0.09,3,5,0,4.8,6.0
Magnetic Resonance Spectroscopy,1.39e-10,0.22,22,38,0,34.74,4.0
Calcinosis/blood,7.84e-12,12.19,24,28,3,44.57,4.0
Biosensing Techniques,1.04e-12,0.08,2,15,0,2.27,3.0
"Antineoplastic Agents, Hormonal/adverse effects",1.13e-10,3.39,30,75,5,42.0,5.0
Sports Medicine,3.21e-07,0.14,7,9,0,12.44,3.0
Psychiatry,7.64e-30,0.03,1,12,1,1.08,3.0
Enzyme-Linked Immunosorbent Assay/methods,1.47e-10,0.2,9,40,0,11.03,5.0
Overweight,4.72e-06,43.47,440,13,38,13.38,4.0
Fear/physiology,4.41e-07,0.09,1,11,0,1.09,3.0
Electrocardiography,1.58e-10,0.99,130,1507,40,141.21,4.0
Hip Joint/surgery,1.14e-06,1.43,57,54,0,105.16,4.0
Naloxone/pharmacology,2.59e-09,0.04,1,4,0,1.25,4.0
Bacterial Infections/prevention & control,7.8e-09,1.2,1,261,1,1.0,2.0
DNA Repair,1.41e-28,0.12,6,67,0,6.54,3.0
Personnel Management,3.96e-15,0.03,2,1,0,1.5,3.0
Tunica Media/ultrasonography,1.35e-06,10.15,42,28,4,46.67,3.0
Wounds and Injuries/therapy,2.13e-09,2.18,5,823,6,5.03,1.0
Urinary Bladder Neoplasms/pathology,1.87e-07,1.8,10,602,2,10.17,4.0
Pancreaticoduodenectomy/adverse effects,3.16e-19,10.42,22,231,14,24.1,3.0
"Malaria, Falciparum/drug therapy",1.77e-06,0.97,1,146,0,1.01,4.0
Abdominal Wall/surgery,5.14e-11,6.3,84,79,8,153.3,4.0
Drug Delivery Systems/methods,7.52e-15,0.31,8,116,0,8.55,3.0
Metabolism,1.38e-43,0.03,6,3,0,4.5,2.0
Oxidation-Reduction,3.43e-19,0.05,4,7,0,6.29,4.0
Nursing Staff/psychology,3.95e-10,0.1,3,14,0,3.64,3.0
Hematopoietic Stem Cells/metabolism,1.32e-07,0.26,1,43,0,1.02,3.0
Heptanoic Acids/therapeutic use,3.75e-21,4.28,56,167,2,74.78,3.0
Potassium/metabolism,3.65e-24,0.08,8,17,1,11.76,4.0
Metabolic Diseases/epidemiology,5.67e-09,20.54,74,27,6,36.85,2.0
Age Factors,3.01e-07,2.19,75,178,6,106.6,4.0
Child Welfare/statistics & numerical data,7.99e-12,4.83,30,117,1,37.69,4.0
Spinal Cord/physiology,3.39e-27,0.03,2,12,0,2.33,3.0
Stillbirth/epidemiology,8.3e-18,12.74,27,269,5,29.71,4.0
Adrenocorticotropic Hormone,6.56e-07,0.11,5,6,0,9.17,7.0
Informed Consent,3.37e-15,0.23,3,76,0,3.12,4.0
X Chromosome,1.03e-16,0.05,1,13,0,1.08,5.0
Accidents,2.12e-23,0.16,3,78,0,3.12,3.0
Breast,5.42e-15,0.04,2,7,0,2.57,2.0
"Diabetes Mellitus, Type 2/complications",8.32e-269,8.61,803,980,99,1460.97,3.0
MAP Kinase Signaling System/physiology,8.47e-07,0.13,1,16,0,1.06,4.0
Statistics as Topic,3.66e-36,0.11,12,61,0,14.36,3.0
Reproductive History,1.83e-08,7.7,43,40,5,77.21,4.0
Agriculture/methods,1.67e-07,0.21,2,33,0,2.12,2.0
Otolaryngology,1.1e-08,0.05,2,3,0,3.33,4.0
Dermatology,7.22e-11,0.07,3,7,0,4.29,3.0
Conditioning (Psychology),5.76e-08,0.03,1,1,0,2.0,4.0
Azetidines/therapeutic use,4.17e-07,3.86,25,48,1,38.02,4.0
Angiotensin II Type 1 Receptor Blockers/therapeutic use,1.17e-15,5.15,51,399,6,57.52,5.0
Kidney Transplantation/physiology,8.84e-51,4.37,106,468,44,130.01,3.0
Plant Leaves/chemistry,6.01e-07,0.33,4,59,0,4.27,3.0
Protein Precursors/blood,2.27e-09,4.19,45,396,4,50.11,3.0
Pregnancy/blood,8.8e-23,2.19,97,15,1,17.32,5.0
Bariatric Surgery/economics,3.81e-07,17.97,16,12,4,21.0,2.0
Diabetes Complications/epidemiology,5.45e-57,11.93,93,134,10,157.54,3.0
Streptococcal Infections/diagnosis,3.48e-06,0.99,1,143,0,1.01,4.0
