metabolite	n	b	se	p	lower_ci	upper_ci	raw.label	class	subclass	label	label.no.units	derived_features	exposure	group	model	model_description	model_exposure	exposure_model
xlhdlcpct	2589	0.814256044369407	0.243748820709976	0.000847994326360278	0.336508355777854	1.29200373296096	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model1	age + sex	model1_bf	bf_model1
xlhdlcpct	3505	0.920104422384156	0.102334955037774	3.9197770887295e-19	0.719527910510119	1.12068093425819	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlcpct	3505	1.05326039113363	0.0998606326910768	1.26158922571653e-25	0.85753355105912	1.24898723120814	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model1	age + sex	model1_whr	whr_model1
xlhdlcpct	3505	0.667648315625817	0.098892344755867	1.70875558449602e-11	0.473819319904318	0.861477311347316	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model1	age + sex	model1_bf	bf_model1
xlhdlcpct	4450	0.608796721893758	0.0775183462950295	5.03255337660096e-15	0.4568607631555	0.760732680632016	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcpct	4450	0.327480419044236	0.0682700487257055	1.66467708591012e-06	0.193671123541853	0.461289714546619	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcpct	4450	0.626714987541691	0.0742075757780064	4.05272068480248e-17	0.481268139016798	0.772161836066584	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcpct	1762	1.09785749684855	0.110314016389816	9.76489972144549e-23	0.881642024724511	1.31407296897259	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcpct	1762	1.06676562118686	0.141038807957794	6.28716635709979e-14	0.790329557589584	1.34320168478414	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcpct	2589	0.422116452677677	0.214387389616909	0.0490664793559647	0.00191716902853534	0.842315736326819	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcpct	2589	0.943363821595279	0.239913472130368	8.64229948949132e-05	0.473133416219758	1.4135942269708	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcpct	2589	0.699607387119715	0.24668189441883	0.00460280845803832	0.216110874058808	1.18310390018062	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcpct	3505	0.863345187420192	0.104257561565919	1.7200683921385e-16	0.659000366750991	1.06769000808939	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlcpct	3505	1.03595654551175	0.101071490674043	2.60960376503835e-24	0.837856423790626	1.23405666723287	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlcpct	3505	0.604670543432944	0.100751721951402	2.15330655976287e-09	0.407197168408196	0.802143918457692	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlcpct	588	1.12420281324172	0.181098262274383	1.02576489409501e-09	0.769250219183929	1.47915540729951	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model3	physical activity	model3_bmi	bmi_model3
xlhdlcpct	588	1.15638367000742	0.235129522992118	1.14026581395446e-06	0.695529804942869	1.61723753507197	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model3	physical activity	model3_bf	bf_model3
xlhdlcpct	575	1.1352523919046	0.456570697429583	0.0131882065253128	0.240373824942617	2.03013095886658	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model3	physical activity	model3_bmi	bmi_model3
xlhdlcpct	575	1.28303342891735	0.454803345841558	0.00495398795885279	0.391618871067896	2.1744479867668	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model3	physical activity	model3_whr	whr_model3
xlhdlcpct	575	1.07356766191034	0.505620980356396	0.0341640875099279	0.0825505404118039	2.06458478340888	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model3	physical activity	model3_bf	bf_model3
xlhdlcpct	2981	0.864600735501212	0.114875680149276	6.87223623977976e-14	0.639444402408631	1.08975706859379	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model3	physical activity	model3_bmi	bmi_model3
xlhdlcpct	2981	1.02005059925773	0.111722910304005	1.23041617176938e-19	0.80107369506188	1.23902750345358	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model3	physical activity	model3_whr	whr_model3
xlhdlcpct	2981	0.575317595171055	0.110763634582122	2.19589408597826e-07	0.358220871390096	0.792414318952014	Total cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Total cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model3	physical activity	model3_bf	bf_model3
xlhdlfcpct	4450	-0.0113256583333994	0.00742022264207829	0.12700051245703	-0.0258692947118728	0.00321797804507405	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	children	model1	age + sex	model1_bmi	bmi_model1
xlhdlfcpct	4450	0.00486471778142552	0.00744942747136683	0.513769132845533	-0.00973616006245347	0.0194655956253045	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	children	model1	age + sex	model1_whr	whr_model1
xlhdlfcpct	4450	-0.0273121551592626	0.00730106534612049	0.000185713959827648	-0.0416222432376588	-0.0130020670808664	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model1	age + sex	model1_bf	bf_model1
xlhdlfcpct	1762	-0.0503298253196832	0.0109251798320684	4.38371179843027e-06	-0.0717431777905373	-0.0289164728488291	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model1	age + sex	model1_bmi	bmi_model1
xlhdlfcpct	1762	-0.0548248722884537	0.0142113626791197	0.000118530883774206	-0.0826791431395283	-0.0269706014373791	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model1	age + sex	model1_bf	bf_model1
xlhdlfcpct	2589	-0.543395427305301	0.052458559373504	1.15397733300903e-24	-0.646214203677369	-0.440576650933233	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlfcpct	2589	-0.687756241382821	0.0587829552921182	7.53715006873666e-31	-0.802970833755373	-0.572541649010269	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model1	age + sex	model1_whr	whr_model1
xlhdlfcpct	2589	-0.599126529297868	0.0604507104931022	9.43964709858893e-23	-0.717609921864348	-0.480643136731388	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model1	age + sex	model1_bf	bf_model1
xlhdlfcpct	3505	-0.207307751759423	0.0203188020566756	4.17646862138789e-24	-0.247132603790507	-0.167482899728339	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model1	age + sex	model1_bmi	bmi_model1
xlhdlfcpct	3505	-0.186709913374185	0.0199574235125876	1.44386310512974e-20	-0.225826463458857	-0.147593363289513	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model1	age + sex	model1_whr	whr_model1
xlhdlfcpct	3505	-0.160855530371072	0.0196394573556476	3.60888718838651e-16	-0.199348866788141	-0.122362193954003	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adults	model1	age + sex	model1_bf	bf_model1
xlhdlfcpct	4450	-0.0142519228670284	0.00849012351369249	0.0932911089401988	-0.0308925649538657	0.00238871921980888	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlfcpct	4450	0.00500359944410933	0.00744703926123728	0.501687949662967	-0.00959259750791574	0.0195997963961344	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlfcpct	4450	-0.0334151105357933	0.00812333915543746	3.96806559620016e-05	-0.0493368552804507	-0.0174933657911359	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	children	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlfcpct	1762	-0.0425189765241667	0.0115389524396153	0.000235811872734092	-0.0651353233058127	-0.0199026297425207	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlfcpct	1762	-0.0445592187385134	0.0146029447537919	0.0023120399331421	-0.0731809904559455	-0.0159374470210813	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	adolescents	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlfcpct	2589	-0.508552710860533	0.0529698851581823	1.80313418308651e-21	-0.61237368577057	-0.404731735950496	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlfcpct	2589	-0.664141756860012	0.059030873610524	1.05650968604127e-28	-0.779842269136639	-0.548441244583385	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
xlhdlfcpct	2589	-0.557766176316792	0.0610992117815351	1.35836349136443e-19	-0.677520631408601	-0.438011721224983	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bf	young_adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bf	bf_model2
xlhdlfcpct	3505	-0.19950267053998	0.0207365905878299	1.20781277977191e-21	-0.240146388092127	-0.158858952987833	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	bmi	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_bmi	bmi_model2
xlhdlfcpct	3505	-0.180765770576448	0.0202415805309371	6.7160725285442e-19	-0.220439268417085	-0.141092272735811	Free cholesterol in very large HDL to total lipids in very large HDL ratio (%)	Lipoprotein subclasses ratios	Very large HDL ratios	Free cholesterol to total lipid ratio (%)	Ratio	yes	whr	adults	model2	maternal/own_education + ever smoked + frequency alcohol + diet	model2_whr	whr_model2
