Metabolite ID	Metabolite	Status	Pathway	Super_pathway	my_pathway	my_superpathway	Platform	Compound ID	Quant. Mass.	Retention Time	Spectra	CV(%)	Included in GWAS meta-analysis	Total N	name_lower	METABOLON_name	METABOLON SUB PATHWAY	PUBCHEM	KEGG
M33137	X-11792	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	33137	989.8	3.57	284:0.1 289.2:0.1 301.2:0.5 307.2:0.1 309.1:0.2 310.3:0.3 311.1:0.2 312.2:0.1 313.2:0.2 319.4:0.1 322.1:0.2 322.9:0.2 324.2:0.1 326:0.1 328.4:0.1 332.2:0.2 335:0.1 336.3:0.3 338.3:0.1 339.6:0.2 343.8:0.2 346.2:0.2 347.4:0.2 350.3:0.2 352.1:0.1 353.2:0.1 354.2:0.4 355.2:0.2 360.1:0.2 361.1:0.2 364.2:1.9 365.3:0.5 366.2:0.1 367.9:0.2 372.2:0.3 376.3:0.1 378.2:0.1 379.7:0.2 381.7:0.2 382.2:1.9 383.2:0.4 384.3:0.2 389.4:0.1 395.2:0.1 398.2:0.2 399.3:0.3 400.2:1 401.3:0.2 403.2:0.2 406.2:0.2 409.2:0.3 411.4:0.1 412.9:0.3 415.3:0.4 416.3:0.3 417.3:0.1 418.2:0.3 420.2:0.2 421.2:0.3 421.9:0.2 422.3:0.2 425.4:0.2 427.4:0.1 429.2:0.2 432.2:0.2 432.6:0.2 438.4:0.2 439.2:0.3 443.2:0.7 444.2:0.2 446.3:0.2 447.5:0.2 449.6:0.1 452.3:0.1 453.1:0.1 453.9:0.1 455:0.1 458.7:0.1 461.1:0.1 462.4:0.1 464.3:0.6 465.3:0.2 465.9:0.1 471.1:0.2 471.8:0.3 474.2:0.3 475.4:0.1 476.4:0.1 479.6:0.1 480.3:0.1 487.2:0.3 491.2:0.1 492.3:0.8 493.2:0.3 494.3:0.1 499.4:0.1 503.6:0.1 510:0.1 513.3:0.2 516.7:0.1 517.7:0.3 518.6:0.2 519.2:0.1 519.7:0.3 520.3:0.3 521.3:0.2 522.2:0.2 523.2:0.2 524.2:0.2 525.2:0.2 526.3:0.2 527.9:0.3 528.9:0.2 531.1:0.1 532.1:0.5 532.7:0.2 534.4:0.2 535.4:0.2 536.3:0.2 537.3:0.2 538.5:0.1 541.3:0.1 542.2:0.2 543.1:0.3 544.6:0.2 545.3:0.2 549.1:0.1 551.1:0.1 552.3:0.8 553.3:0.2 554.3:0.2 557.2:0.1 558.2:0.1 560.5:0.1 561.1:0.2 562.3:0.4 563.3:0.7 564.3:0.3 566.2:0.2 568.3:0.2 572.2:0.2 573.3:0.2 574:0.1 575.3:0.1 576.1:0.1 577.4:0.5 578.2:0.3 580.2:3.1 581.2:0.9 582.3:0.4 583.4:0.1 584.2:0.2 586.2:0.1 587.7:0.1 589.5:0.3 591.3:1.1 592.3:0.5 594.2:0.1 595.4:0.1 596.2:0.1 597.6:0.2 598.4:0.2 599.4:0.2 600.6:0.2 601.9:0.4 602.6:0.4 603.3:0.3 606.7:0.3 607.2:0.2 607.9:0.3 609.3:0.2 609.8:0.3 610.6:0.2 612.4:0.1 615.9:4.6 616.8:1.5 617.5:0.6 618.2:0.3 619.3:0.2 621.4:0.3 622.4:0.2 627.2:0.3 628.2:0.2 629.2:0.2 630.1:0.1 632.5:0.2 633.4:0.4 634.2:0.9 635.2:0.4 635.8:0.1 636.5:0.2 637.7:0.3 638.4:0.2 640.3:0.2 641.8:0.1 643.3:0.8 644:0.4 646.6:0.3 648:0.1 648.5:0.2 649.2:0.2 651.3:0.2 654.2:0.2 655.3:0.9 656.3:0.3 657.3:0.4 658.3:0.1 659.5:0.1 660.2:0.2 661.4:0.1 663.6:0.3 664.2:0.3 664.7:0.3 666:0.1 667.4:0.1 669.4:0.1 670.1:0.1 674.2:0.3 675.5:0.1 676.2:0.3 676.9:0.3 677.5:0.7 678.2:0.8 679.2:0.3 680.3:0.3 681.2:0.1 682.3:0.3 683.3:0.2 684.3:0.2 685.1:0.2 685.9:0.6 686.7:0.4 687.2:0.2 688.2:0.1 691.6:0.3 692.9:0.2 693.7:0.3 695.4:0.2 696.5:0.3 699.8:0.1 700.7:0.3 702:0.2 703.4:0.2 705.3:0.6 706.3:0.4 707.1:0.3 707.6:0.3 708.2:0.2 709.4:0.2 710.4:0.2 711.6:0.2 713.8:0.4 714.3:0.3 715.5:0.2 716.2:0.1 717.4:0.2 718.4:0.3 720.4:0.2 722.1:0.3 722.8:0.1 723.5:0.6 724.3:1 724.9:0.1 726.2:0.5 727.3:0.4 728.7:0.2 729.5:0.2 730.3:0.3 731.9:0.4 732.6:0.4 733.4:0.3 734.8:0.2 735.6:0.3 736.4:0.4 737.3:0.4 738.2:0.2 742.9:2.5 743.6:0.3 744.2:0.2 746.4:0.2 747.7:0.1 748.4:0.2 749.4:0.3 752.2:0.1 754.2:2.1 755.3:0.8 756.3:0.3 757.2:0.1 759.6:0.2 760.3:0.3 761.1:0.2 763.7:0.2 764.3:0.6 765.4:0.7 765.9:0.6 766.5:0.2 767.1:0.3 767.9:0.4 770:0.3 771.1:2.9 771.9:0.5 772.6:0.4 774.4:0.4 775.3:0.6 776.2:0.4 777.5:0.1 780.4:9 781.2:3.4 781.8:0.7 782.6:0.2 783.2:0.4 785.1:0.4 786.3:0.4 786.8:0.4 787.7:0.1 789.2:0.3 790.4:0.2 791.1:0.2 791.7:0.3 792.3:1.3 793.3:0.7 794.3:0.3 794.7:0.4 797.2:0.1 797.8:0.4 799:0.5 799.6:1 800.2:0.3 800.9:0.1 802.3:0.6 802.8:0.3 803.4:0.3 804.4:0.2 806.1:1.6 806.6:4.2 807.1:1.7 807.7:0.8 809:1.7 809.5:1.2 810.2:0.4 811.1:0.2 812.2:0.2 812.8:1.7 813.6:9.2 814.4:2.4 815.1:0.5 815.6:0.3 816.3:0.5 817.8:0.4 818.4:0.5 818.9:0.1 819.5:0.5 820:0.9 820.6:0.4 821.3:0.3 822.3:0.5 823:0.4 824.3:2.5 825.4:0.7 826.5:1.9 827.2:1.5 828.2:0.4 828.8:0.1 829.3:0.2 830:0.3 831.2:14.3 831.9:16.1 832.8:1.8 833.9:0.7 834.6:0.4 835.4:0.4 836.6:0.3 837.3:0.7 837.9:1 839.2:0.1 839.7:0.4 840.2:0.4 840.8:0.3 841.6:1.2 842.2:10.2 843.3:4.2 844.4:7.9 845.2:3.1 846:0.5 846.5:0.3 847.4:0.2 848.6:5.1 849.1:54 849.7:11.2 850.7:0.7 851.3:0.5 851.9:0.7 853.1:0.5 853.8:0.3 854.6:0.3 855.4:0.2 856.5:0.2 857.3:0.2 858:0.1 858.8:0.3 859.3:0.3 860.2:0.2 861:0.2 862:0.4 862.8:0.2 863.5:1.7 864.4:1.3 865.2:0.4 865.9:0.3 866.5:0.1 867.6:0.2 868.5:0.3 869:0.3 869.6:0.3 870.4:0.4 871.5:0.3 872.3:0.3 873.2:0.4 873.9:0.5 874.6:0.3 875.7:0.3 876.4:0.1 877.1:0.1 877.7:0.9 878.4:1.9 879.2:0.4 879.9:0.5 880.5:0.3 881:0.3 882.4:1.7 882.9:14.8 883.5:6.9 884:0.9 885.3:3.6 886.4:0.6 887.1:0.3 887.7:0.2 888.3:0.3 889.3:3.7 889.9:46.3 890.7:5.3 891.3:3.5 892.3:1.6 893.4:0.5 894.2:0.5 894.8:0.2 895.4:0.3 896:1.8 896.5:0.5 897.2:0.4 897.7:0.4 898.6:0.1 899.3:0.3 900.1:0.3 902:1.2 902.8:1.4 903.8:0.6 904.8:0.5 905.5:0.6 906.7:0.4 907.3:0.5 907.9:0.8 908.6:3.3 909.1:0.5 909.7:0.9 910.8:1 911.7:1.2 912.5:10.4 913.2:11.8 913.9:2.4 914.8:1.2 915.5:0.8 916.6:9.7 917.2:68.2 918.2:7.2 919.5:10.6 920.3:4.7 921.1:0.7 921.7:0.5 922.3:0.7 923.6:11.4 924.3:100 925:11.1 926:0.5 926.5:1.4 927.3:0.7 927.8:0.5 928.5:2 929:1.3 929.6:1.3 930.2:0.3 931.1:0.1 931.8:0.1 932.5:0.1 933.2:0.2 934.1:4.7 934.7:89.1 935.3:75.7 936.2:4.6 937.1:0.9 938:0.5 939.3:0.6 939.7:0.3 940.4:0.2 941:0.2 941.7:0.5 942.9:0.7 943.5:1.1 944:1.4 944.6:0.8 945.3:0.3 946.4:0.3 947.6:0.1 948.2:4.9 949:2 949.9:0.6 950.8:0.3 951.5:0.2 952.8:3.2 953.5:1.8 954.3:0.3 955:0.4 955.9:0.8 956.8:0.7 957.4:0.6 958.4:0.6 959:0.3 959.5:0.3 960.5:0.3 961.3:0.4 962:0.6 962.8:0.4 964.1:0.8 964.6:0.8 965.2:0.5 966:0.4 967.3:9 967.7:17.5 968.5:10.7 969.3:2.3 970.2:0.7 970.9:0.5 971.4:0.4 972.2:0.4 973.1:0.8 973.8:0.8 974.6:1.1 975.1:0.3 975.6:0.3 976.3:0.4 977.2:0.6 977.9:2.1 978.6:0.6 979.2:0.3 979.8:0.1 987.2:0.1 988.8:0.1 992.2:0.2 995:0.2 995.7:0.2 996.5:0.1 999.3:0.3 999.9:0.4 1000.9:0.4 1001.7:0.2 1003.4:0.1 1004.5:0.3 1005.8:4.2 1006.6:1.8 1007.4:0.7 1008.1:0.2 1008.9:0.4 1009.6:0.4 1010.5:0.1 1011:0.3 1011.5:0.3 1012.8:0.2 1013.3:0.1 1014.4:0.7 1015.3:0.5 1016.1:0.2 1016.7:0.3 1017.4:0.4 1018.2:0.2 1019:0.3 1019.8:0.6 1020.4:0.4 1022.4:0.4 1023.2:0.5 1024:0.5 1024.8:0.4 1025.5:0.2 1026.5:0.3 1027.1:0.4 1028.2:0.4 1029.3:0.4 1030.1:0.3 1031.7:0.3 1032.6:3.1 1033.5:1.4 1034.1:0.4 1034.8:0.3 1035.5:0.3 1036.4:0.3 1037.2:0.5 1037.7:0.9 1038.2:41.8 1039:91 1040.2:2.4 1040.9:0.6 1041.7:0.3 1042.4:0.4 1043.1:0.2 1044:0.3 1044.9:0.5 1045.5:0.2 1046.3:0.3 1047.6:0.3 1048.3:0.4 1049:0.2 1051.6:0.4 1053:0.3 1053.8:1.4 1054.3:2.4 1054.8:0.8 1055.4:1.3 1056.4:0.6 1057.4:0.3 1058.4:0.3 1059.5:0.3 1060.8:0.3 1061.4:0.3 1062.1:0.5 1062.7:0.4 1063.4:0.5 1064.6:0.3 1065.4:0.2 1067.6:0.3 1069.4:0.7 1070.3:0.6 1071:0.2 1071.7:0.4 1072.4:0.3 1073.3:0.4 1074.3:0.5 1075.5:0.6 1076.5:0.7 1077:0.5 1077.5:0.8 1078.5:1.6 1079.3:0.7 1080:0.4 1080.9:0.3 1081.6:0.3 1082.5:0.3 1084.1:6.3 1084.8:4.4 1085.8:0.7 1086.6:0.3 1087.8:0.3 1088.7:0.4 1089.7:0.5 1090.8:0.5 1091.5:0.5 1092.3:0.7 1092.9:2.2 1093.5:0.7 1094.3:0.4 1094.8:0.1 1095.8:0.2 1096.6:0.4 1097.3:0.3 1098.5:1.4 1099.4:0.7 1100.7:0.3 1101.5:1.1 1102.1:1.9 1103.2:0.9 1104.3:1.2 1105:1.7 1105.6:1.8 1106.1:0.6 1107.7:6.7 1108.5:6.4 1109.4:0.8 1110.4:0.4 1111.8:0.5 1112.9:0.7 1113.5:0.9 1114.4:0.7 1115.3:0.4 1115.9:0.1 1116.4:0.7 1117.2:0.8 1117.9:0.6 1118.6:0.3 1119.6:0.4 1120.4:0.4 1121.1:0.6 1122.1:2.3 1123.1:1.1 1123.7:0.3 1124.3:0.4 1125.2:1 1125.8:4.3 1126.6:1.7 1127.4:0.7 1128.2:0.1 1129.4:0.3 1131.5:16.6 1132.4:7.8 1133:1.3 1133.6:0.3 1135.2:0.8 1135.7:0.1 1136.3:0.4 1137.4:0.9 1138.2:0.4 1139.2:0.2 1139.9:0.3 1140.7:0.3 1141.8:0.3 1142.3:0.1 1143.2:0.3 1144:0.3 1145.5:0.1 1146.1:0.1 1147.1:2 1148.1:1.6 1148.8:1.2 1149.5:0.4 1150:0.3 1150.6:0.3 1151.8:0.2 1152.3:0.6 1153.3:7.6 1154.3:4.2 1155.4:1.6 1156.4:0.5 1157.2:0.3 1158.2:0.1 1159.2:0.1 1160.1:0.3 1161.2:6.6 1162.2:3.4 1162.7:2.2 1163.3:1 1164:0.8 1164.5:0.4 1165.6:0.8 1166.8:0.4 1167.4:0.3 1168.7:0.2 1169.8:1.6 1170.8:3.9 1171.6:3 1172.3:0.8 1172.9:0.3 1173.6:0.4 1174.5:0.7 1175.3:0.5 1176.5:8.6 1177.2:6.7 1178:1.5 1178.5:0.2 1179.8:7.8 1180.7:6 1181.7:0.9 1183.2:0.3 1183.8:0.1 1184.6:0.4 1185.5:17.1 1186.2:69.3 1187.1:9.3 1187.8:1.2 1188.6:0.5 1189.4:0.3 1190.5:0.3 1191.6:0.3 1192.5:0.2 1193.3:0.3 1195:0.2 1195.6:0.2 1196.2:0.3 1197.6:0.2 1198.4:0.2 1199:0.4 1199.5:0.3 1200.4:0.3 1201.6:0.4 1202.1:0.4 1202.7:0.6 1203.2:0.3 1204.5:0.2 1205.2:0.3 1205.8:0.3 1206.6:0.4 1207.4:0.3 1207.9:0.2 1209:0.2 1209.7:0.4 1210.3:0.8 1211:1 1211.6:0.7 1212.2:0.6 1212.7:0.4 1213.4:0.4 1214.4:0.3 1215.1:0.2 1215.9:0.7 1216.7:3 1217.5:2.6 1218:0.3 1218.5:0.7 1219.3:0.9 1219.8:0.5 1220.5:0.5 1221:0.3 1221.7:1 1222.4:2.6 1223.2:1.3 1223.7:0.7 1224.2:0.3 1225.6:3.6 1226.4:2.9 1227.2:0.5 1227.9:0.2 1229.3:0.3 1230:0.4 1231.5:22.3 1232.1:12.3 1232.7:7.2 1233.3:0.9 1234.5:0.2 1235.7:0.2 1236.5:0.3 1237.3:0.3 1238.3:2.1 1239.1:1.7 1239.8:1 1240.8:0.4 1241.5:0.1 1242.4:0.2 1244.1:0.2 1246.6:0.4 1247.4:0.5 1248.9:0.1 1250.2:0.3 1251.4:0.3 1252.4:0.2 1253.4:0.2 1255:0.1 1255.6:0.2 1256.3:0.3 1256.9:0.2 1257.6:0.1 1258.2:0.2 1259:0.3 1260:0.3 1262.5:0.1 1265:0.5 1268.2:0.3 1268.7:0.2 1269.6:0.2 1270.5:0.1 1272.3:0.1 1275.2:0.3 1277.6:0.2 1278.9:0.3 1280.2:0.5 1281.8:0.3 1283.9:0.3 1285.3:0.3 1286.3:0.3 1287.3:0.4 1288.3:0.1 1288.8:0.2 1289.5:0.1 1290.4:0.3 1293:0.3 1295.6:0.3 1296.2:0.2 1296.7:0.1 1301:0.3 1301.8:0.2 1302.4:0.2 1304.1:0.5 1307:0.3 1307.7:0.1 1308.9:0.1 1310.3:0.1 1311:0.3 1311.5:0.2 1312:0.1 1313:0.4 1313.7:0.1 1314.5:0.2 1315:0.5 1315.6:0.2 1316.6:0.2 1319.9:0.3 1320.5:0.1 1321.1:0.2 1323:0.3 1323.7:0.1 1326.4:0.2 1327.6:0.3 1328.5:0.1 1329.4:0.2 1330.5:0.2 1331.2:0.1 1332:0.1 1333.1:0.1 1335.1:0.1 1336.1:0.6 1336.8:0.2 1337.3:0.3 1338:0.3 1339.4:0.2 1340.6:0.2 1342:0.1 1342.8:0.2 1343.9:0.6 1344.7:0.8 1345.4:0.5 1346:0.6 1346.6:0.2 1347.7:0.1 1348.7:0.4 1350.4:0.2 1351.1:0.3 1351.8:0.4 1352.4:0.5 1353.1:0.8 1353.8:1.1 1354.4:0.9 1355.4:0.4 1356.5:0.4 1357.5:0.3 1358.2:0.2 1358.7:0.2 1359.7:0.1 1361.6:0.2 1362.8:2.8 1363.7:2.6 1364.4:0.8 1365.4:0.6 1366.6:0.3 1367.5:0.2 1368.5:0.2 1369.6:0.1 1371.1:0.1 1371.6:0.4 1373.7:0.3 1374.5:0.1 1376.4:0.1 1377.9:0.2 1379.8:0.5 1380.3:0.4 1380.9:0.5 1381.6:0.4 1382.2:0.2 1383.5:0.3 1384.1:0.3 1384.9:0.3 1385.8:0.2 1387:0.2 1387.9:0.2 1388.4:0.2 1388.9:0.5 1390.8:0.1 1391.3:0.2 1392.1:0.8 1392.8:3.7 1393.3:7.2 1393.8:3 1394.7:0.6 1395.3:0.4 1396:0.2 1400.8:0.2 1401.3:5.4 1401.8:10.6 1402.3:4.3 1403.4:1 1404.4:0.2 1407.4:0.1 1413.9:0.2 1416.6:0.1 1419:0.3 1420.7:0.2 1421.3:0.3 1422.1:0.4 1426.6:0.1 1427.3:0.3 1428.9:0.3 1429.5:0.3 1431.1:0.2 1431.6:0.2 1434.2:0.3 1434.8:0.1 1438.1:0.3 1438.9:0.5 1439.6:0.2 1441.4:0.3 1442.2:0.8 1442.8:1 1443.5:0.9 1444:0.3 1444.6:0.1 1445.4:0.2 1446.6:0.1 1449.8:0.1 1450.7:0.8 1451.2:0.5 1452:0.4 1452.6:0.2 1460.8:0.3 1461.6:0.3 1462.4:0.7 1463.5:0.5 1464.2:0.2 1464.8:0.3 1466.6:0.1 1467.6:0.2 1468.7:0.2 1469.6:0.2 1475.3:0.2 1476.7:0.2 1478.8:0.2 1479.6:0.1 1480.5:0.1 1481.6:0.1 1487.5:0.1 1488.7:0.1 1489.8:0.1 1491.5:0.2 1492.3:0.2 1494.3:0.1 1495.6:0.2 1496.6:0.3 1497.8:0.2 1499.1:0.2 1499.6:0.4 1500.3:0.3 1501:0.2 1506:0.2 1508.1:0.4 1509:0.2 1509.6:0.3 1510.2:0.2 1510.8:0.1 1511.5:0.4 1518.6:0.2 1519.3:0.3 1520.1:0.2 1520.7:0.3 1521.9:0.1 1523.6:0.3 1524.4:0.2 1526.3:0.2 1527.1:0.2 1529.1:0.2 1530.1:0.3 1533.2:0.5 1533.8:0.2 1534.8:0.2 1535.5:0.3 1536.4:0.6 1537.8:0.2 1538.6:0.2 1539.4:0.2 1540.1:0.3 1541:0.1 1542.1:0.2 1542.6:0.1 1543.2:0.1 1545.7:0.2 1547.7:0.3 1548.3:0.9 1548.9:1.4 1549.4:0.6 1550.5:0.7 1551:0.2 1551.7:0.3 1552.3:0.1 1557.1:2.8 1557.8:2.3 1558.5:0.8 1559.2:0.5 1560.2:0.2 1565.9:0.1 1568.8:0.3 1571.7:0.4 1572.8:0.4 1573.8:0.2 1574.7:0.2 1579.7:0.2 1580.6:0.2 1581.6:0.2 1585.1:0.3 1596.5:0.1 1598.3:0.2 1599.5:0.2 1600.3:0.2 1601.7:0.2 1609.1:0.2 1613.7:0.2 1615.5:0.1 1616.5:1 1617.5:0.9 1618.5:0.5 1619.6:0.3 1620.7:0.1 1625.7:0.1 1635.9:0.1 1640.8:0.2 1642.4:0.1 1645:0.2 1648.5:0.4 1649.8:0.1 1653.3:0.3 1653.9:0.3 1654.7:0.1 1657.1:0.1 1657.7:0.1 1665.8:0.1 1666.7:0.3 1671:0.1 1672:0.1 1678.7:0.2 1680.9:0.1 1689:0.2 1696.2:0.1 1696.7:0.2 1702.9:0.2 1708.1:0.1 1713.8:0.3 1723.6:0.1 1728.5:0.3 1729.7:0.6 1736.2:0.1 1739.9:0.1 1743.7:0.1 1752.9:0.1 1755.9:0.2 1756.6:0.2 1757.3:0.1 1763:0.1 1767.7:0.4 1769.3:0.1 1770:0.2 1770.6:0.2 1771.6:0.2 1778.2:0.1 1778.9:0.2 1786.7:0.2 1787.5:0.3 1788:0.1 1809.9:0.1 1810.7:0.3 1828.2:0.1 1841.3:0.1 1847.6:0.2 1853.6:0.1 1864.6:0.3 1865.9:0.1 1882.4:0.1 1882.9:0.3 1883.8:0.2 1885:0.1 1886.2:0.2 1892.9:0.1 1894.2:0.2 1900.1:0.1 1901.1:0.2 1902:0.2 1941.9:0.1	21.8	Y	"2,442"	x-11792	NA	NA	NA	NA
M33140	X-11795	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		25.6	Y	"7,763"	x-11795	NA	NA	NA	NA
M33144	X-11799	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	33144	226	1.58	85.1:0.2 127:0.2 137.1:0.1 145:4.7 160.5:0.2 161.3:0.4 162.4:14.5 162.9:54.4 172.6:0.2 179.2:1.2 180:34.4 181.1:0.1 193:0.2 197.1:0.2 206.6:0.5 207.2:0.9 208.2:20.9 208.8:100 209.5:0.3 213.8:0.1 219.4:0.2 236.6:0.2	16.9	Y	"5,038"	x-11799	NA	NA	NA	NA
M33150	X-11805	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		NA	Y	"2,814"	x-11805	NA	NA	NA	NA
M33154	X-11809	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		27.8		"1,764"	x-11809	NA	NA	NA	NA
M33163	X-11818	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	NA	NA	NA		16.6	Y	"6,790"	x-11818	NA	NA	NA	NA
M33165	X-11820	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Pos	33165	948.3	4.68	413.2:2.1 782.6:2.5 832.4:2.6 850.7:3.2 869.8:2.1 873.1:2.6 873.7:7.5 874.6:2.8 878.2:2.5 885.6:2.1 886.3:5 887.3:2.5 888.4:2.5 889.3:2.4 891:5.8 891.7:2.4 893.5:2.3 894.1:8.6 894.8:31.2 895.7:5.2 896.7:4.3 897.8:3.2 899.1:3.1 899.7:3 900.5:12 901.2:4.6 901.7:3.4 902.3:5.7 903.3:5.9 904.1:3.6 904.8:4.6 905.6:2.5 907.4:2.2 908.1:3 909.7:2.6 910.3:3.8 910.9:3.2 911.5:3.7 912.3:2.8 913.4:3.8 914.1:13.7 915.3:3.8 916:5.7 916.7:27.6 917.2:16.6 917.8:19 918.7:15.5 919.3:12.9 919.9:24.7 920.4:8.7 920.9:4.7 921.7:4.8 922.2:3.7 924.3:3.4 925.3:2.9 926.1:4.6 926.9:7.5 927.6:4.4 928.2:5 929:4.6 929.6:4 930.5:17.5 931.4:13.5 931.9:3.8 932.5:6.6 933:55.5 933.7:94.3 934.2:48 934.7:7.2 935.5:8.3 936.6:6.1 937.4:3.2 958.2:3.8 960.5:2.4 966.8:2.2 967.4:2.9 969.4:2.2 970.8:2.5 971.4:2.2 972:2.2 974.6:2.8 976.7:3.4 977.5:5.4 978.6:3.3 979.5:2.1 981.6:4 982.7:3 983.3:4.2 985.5:2.1 986.1:5.8 986.9:2.8 988.4:3 989.1:2.9 990.7:2.9 993.3:4 993.9:2.3 994.5:3 995.2:2.4 995.8:2.9 996.4:9.4 997.5:8.1 998.3:4.4 999:3.5 999.6:5 1000.6:9.3 1001.4:3.5 1002.3:4.4 1003.1:4.1 1004.7:4.3 1005.3:9.7 1006.2:5.8 1007.1:3.5 1007.6:4.3 1008.2:9.6 1008.7:7.3 1009.2:8.4 1010.2:6.3 1010.8:4.4 1011.3:2.9 1011.7:3.4 1012.2:2.2 1013.8:5.5 1014.5:7.8 1015.3:2.9 1015.9:3.1 1016.8:13.4 1017.6:6.6 1019.1:5.9 1019.7:24.4 1020.5:21 1021.3:6.8 1022:5.7 1022.7:25.6 1023.7:6.2 1024.6:2.8 1025.3:4.3 1026:4.9 1026.8:4.5 1027.5:3.5 1028.2:7.6 1029.2:11.3 1029.7:2.8 1030.2:3.7 1031.2:10.3 1031.7:10.8 1032.2:5.6 1032.9:6.9 1033.6:13.4 1034.3:30.3 1035:8.9 1036.2:14.6 1036.7:33.5 1037.4:100 1038.4:5.1 1038.9:3.9 1039.4:2.5 1042.6:2.4 1043.5:2.9 1046.3:5.1 1046.9:5.7 1047.8:5.7 1048.3:4.1 1048.8:4.4 1049.5:7.2 1050:27.4 1050.8:17.9 1051.4:8.4 1052.4:9.1 1053:7.4 1053.7:27.4 1054.6:11.7 1055.4:16.2 1056.2:4.6 1056.9:3.2 1057.5:4.8 1058.5:3.1 1059.5:5.1 1060.5:3.4 1062.6:2.7 1063.2:3.3 1063.7:3.8 1064.2:2.6 1066.3:4.1 1067:4.9 1067.8:3.2 1068.7:5.6 1069.3:7.3 1069.9:17.6 1070.8:5.4 1071.4:4.8 1072.1:16.4 1073:64.7 1073.5:31.1 1074.2:4 1075:3.7 1075.8:26.3 1076.3:21.3 1076.8:6.5 1077.6:2.6 1079.9:4.2 1080.5:6.6 1081.4:5.8 1082.5:3.1 1085.9:3.6 1086.4:2.3 1088.7:7.3 1089.4:8 1090:2.7 1091.6:3.1 1094.8:3.3 1095.5:2.9 1097.6:3.8 1098.5:2.7 1100.2:3.1 1101.5:12.5 1102.2:4.5 1103:3.2 1104:2.8 1117.8:2.1 1120.6:3.2 1124:5.7 1124.8:2.3 1127.4:2.7 1128.5:3.1 1129.6:2.4 1132.1:2.2 1146.5:2.2 1148.5:2.1 1149.6:3.7 1152:3.1 1160.5:2.5 1164:2.8 1164.6:3.2 1168.3:2.2 1168.9:2.5 1172.2:4.4 1173:2.3 1177.4:2.2 1177.9:2.4 1195:2.5 1197.1:2.2 1217.5:2.2 1220.5:2.1 1228.9:2.1 1258.1:3.2 1258.7:2.2	33.2	Y	"7,710"	x-11820	NA	NA	NA	NA
M33183	X-11838	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		34		"1,793"	x-11838	NA	NA	NA	NA
M33188	X-11843	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		7.6	Y	"3,938"	x-11843	NA	NA	NA	NA
M33190	X-11845	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		15.5	Y	"2,741"	x-11845	NA	NA	NA	NA
M33192	X-11847	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		28.4	Y	"6,059"	x-11847	NA	NA	NA	NA
M33194	X-11849	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		13.1	Y	"5,350"	x-11849	NA	NA	NA	NA
M33195	X-11850	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		10.5	Y	"4,868"	x-11850	NA	NA	NA	NA
M33197	X-11852	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		16.3	Y	"2,974"	x-11852	NA	NA	NA	NA
M33203	X-11858	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		18.4	Y	"3,427"	x-11858	NA	NA	NA	NA
M33204	X-11859	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		11.3	Y	"2,721"	x-11859	NA	NA	NA	NA
M33221	X-11876	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		28.8	Y	"4,965"	x-11876	NA	NA	NA	NA
M33225	X-11880	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		28.4		"1,743"	x-11880	NA	NA	NA	NA
M33250	X-11905	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		23.5	Y	"4,761"	x-11905	NA	NA	NA	NA
M33353	X-12007	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		16	Y	"1,362"	x-12007	NA	NA	NA	NA
M33359	X-12013	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		18	Y	"1,948"	x-12013	NA	NA	NA	NA
M33380	X-12029	Unknown	Unknown	Unknown	Unknown	Unknown	LC/MS Neg	NA	NA	NA		31.2	Y	"7,564"	x-12029	NA	NA	NA	NA
